2600.0000	0.90884
2599.0000	0.90882
2598.0000	0.90893
2597.0000	0.90897
2596.0000	0.90909
2595.0000	0.90921
2594.0000	0.90935
2593.0000	0.90954
2592.0000	0.90968
2591.0000	0.90982
2590.0000	0.91001
2589.0000	0.91003
2588.0000	0.91010
2587.0000	0.91014
2586.0000	0.91024
2585.0000	0.91044
2584.0000	0.91060
2583.0000	0.91083
2582.0000	0.91097
2581.0000	0.91108
2580.0000	0.91110
2579.0000	0.91117
2578.0000	0.91125
2577.0000	0.91137
2576.0000	0.91138
2575.0000	0.91149
2574.0000	0.91162
2573.0000	0.91178
2572.0000	0.91197
2571.0000	0.91209
2570.0000	0.91217
2569.0000	0.91223
2568.0000	0.91230
2567.0000	0.91230
2566.0000	0.91233
2565.0000	0.91247
2564.0000	0.91266
2563.0000	0.91283
2562.0000	0.91301
2561.0000	0.91328
2560.0000	0.91350
2559.0000	0.91365
2558.0000	0.91366
2557.0000	0.91364
2556.0000	0.91369
2555.0000	0.91368
2554.0000	0.91374
2553.0000	0.91387
2552.0000	0.91398
2551.0000	0.91409
2550.0000	0.91427
2549.0000	0.91440
2548.0000	0.91449
2547.0000	0.91461
2546.0000	0.91467
2545.0000	0.91480
2544.0000	0.91493
2543.0000	0.91507
2542.0000	0.91522
2541.0000	0.91530
2540.0000	0.91537
2539.0000	0.91549
2538.0000	0.91553
2537.0000	0.91562
2536.0000	0.91575
2535.0000	0.91588
2534.0000	0.91596
2533.0000	0.91613
2532.0000	0.91628
2531.0000	0.91635
2530.0000	0.91647
2529.0000	0.91658
2528.0000	0.91668
2527.0000	0.91677
2526.0000	0.91688
2525.0000	0.91699
2524.0000	0.91710
2523.0000	0.91722
2522.0000	0.91730
2521.0000	0.91742
2520.0000	0.91753
2519.0000	0.91762
2518.0000	0.91771
2517.0000	0.91783
2516.0000	0.91797
2515.0000	0.91808
2514.0000	0.91819
2513.0000	0.91831
2512.0000	0.91840
2511.0000	0.91851
2510.0000	0.91863
2509.0000	0.91872
2508.0000	0.91884
2507.0000	0.91895
2506.0000	0.91903
2505.0000	0.91915
2504.0000	0.91929
2503.0000	0.91934
2502.0000	0.91949
2501.0000	0.91960
2500.0000	0.91970
2499.0000	0.91980
2498.0000	0.91991
2497.0000	0.92001
2496.0000	0.92010
2495.0000	0.92022
2494.0000	0.92034
2493.0000	0.92045
2492.0000	0.92054
2491.0000	0.92065
2490.0000	0.92074
2489.0000	0.92084
2488.0000	0.92100
2487.0000	0.92107
2486.0000	0.92113
2485.0000	0.92126
2484.0000	0.92135
2483.0000	0.92147
2482.0000	0.92157
2481.0000	0.92168
2480.0000	0.92175
2479.0000	0.92191
2478.0000	0.92197
2477.0000	0.92207
2476.0000	0.92217
2475.0000	0.92225
2474.0000	0.92235
2473.0000	0.92246
2472.0000	0.92257
2471.0000	0.92270
2470.0000	0.92278
2469.0000	0.92287
2468.0000	0.92299
2467.0000	0.92309
2466.0000	0.92319
2465.0000	0.92328
2464.0000	0.92338
2463.0000	0.92346
2462.0000	0.92359
2461.0000	0.92369
2460.0000	0.92379
2459.0000	0.92389
2458.0000	0.92400
2457.0000	0.92413
2456.0000	0.92419
2455.0000	0.92432
2454.0000	0.92441
2453.0000	0.92452
2452.0000	0.92460
2451.0000	0.92474
2450.0000	0.92485
2449.0000	0.92500
2448.0000	0.92507
2447.0000	0.92520
2446.0000	0.92530
2445.0000	0.92542
2444.0000	0.92555
2443.0000	0.92566
2442.0000	0.92574
2441.0000	0.92584
2440.0000	0.92596
2439.0000	0.92611
2438.0000	0.92617
2437.0000	0.92631
2436.0000	0.92647
2435.0000	0.92660
2434.0000	0.92669
2433.0000	0.92682
2432.0000	0.92694
2431.0000	0.92708
2430.0000	0.92719
2429.0000	0.92731
2428.0000	0.92741
2427.0000	0.92757
2426.0000	0.92771
2425.0000	0.92782
2424.0000	0.92795
2423.0000	0.92807
2422.0000	0.92817
2421.0000	0.92833
2420.0000	0.92845
2419.0000	0.92859
2418.0000	0.92871
2417.0000	0.92885
2416.0000	0.92898
2415.0000	0.92910
2414.0000	0.92921
