0	3.2103	3.2103	3.2103	1.5574	1.8469
1	3.2103	3.2103	3.2103	1.5574	1.8469
2	3.2103	3.2103	3.2103	1.5574	1.8469
3	3.2103	3.2103	3.2103	1.5574	1.8469
4	3.2103	3.2103	3.2103	1.5574	1.8469
5	3.2103	3.2103	3.2103	1.5574	1.8469
6	3.2103	3.2103	3.2103	1.5574	1.8469
7	3.2103	3.2103	3.2103	1.5574	1.8469
8	3.2103	3.2103	3.2103	1.5574	1.8469
9	3.2103	3.2103	3.2103	1.5574	1.8469
10	3.2103	3.2103	3.2103	1.5574	1.8469
11	3.2103	3.2103	3.2103	1.5574	1.8469
12	3.2103	3.2103	3.2103	1.5574	1.8469
13	3.2103	3.2103	3.2103	1.5574	1.8469
14	3.2103	3.2103	3.2103	1.5574	1.8469
15	3.2103	3.2103	3.2103	1.5574	1.8469
16	3.2103	3.2103	3.2103	1.5574	1.8469
17	3.2103	3.2103	3.2103	1.5574	1.8469
18	3.2103	3.2103	3.2103	1.5574	1.8469
19	3.2103	3.2103	3.2103	1.5574	1.8469
20	3.2103	3.2103	3.2103	1.5574	1.8469
21	3.2103	3.2103	3.2103	1.5574	1.8469
22	3.2103	3.2103	3.2103	1.5574	1.8469
23	3.2103	3.2103	3.2103	1.5574	1.8469
24	3.2103	3.2103	3.2103	1.5574	1.8469
25	3.2103	3.2103	3.2103	1.5574	1.8469
26	3.2103	3.2103	3.2103	1.5574	1.8469
27	3.2103	3.2103	3.2103	1.5574	1.8469
28	3.2103	3.2103	3.2103	1.5574	1.8469
29	3.2103	3.2103	3.2103	1.5574	1.8469
30	3.2103	3.2103	3.2103	1.5574	1.8469
31	3.2103	3.2103	3.2103	1.5574	1.8469
32	3.2103	3.2103	3.2103	1.5574	1.8469
33	3.2103	3.2103	3.2103	1.5574	1.8469
34	3.2103	3.2103	3.2103	1.5574	1.8469
35	3.2103	3.2103	3.2103	1.5574	1.8469
36	3.2103	3.2103	3.2103	1.5574	1.8469
37	3.2103	3.2103	3.2103	1.5574	1.8469
38	3.2103	3.2103	3.2103	1.5574	1.8469
39	3.2103	3.2103	3.2103	1.5574	1.8469
40	3.2103	3.2103	3.2103	1.5574	1.8469
41	3.2103	3.2103	3.2103	1.5574	1.8469
42	3.2103	3.2103	3.2103	1.5574	1.8469
43	3.2103	3.2103	3.2103	1.5574	1.8469
44	3.2103	3.2103	3.2103	1.5574	1.8469
45	3.2103	3.2103	3.2103	1.5574	1.8469
46	3.2103	3.2103	3.2103	1.5574	1.8469
47	3.2103	3.2103	3.2103	1.5574	1.8469
48	3.2103	3.2103	3.2103	1.5574	1.8469
49	3.2103	3.2103	3.2103	1.5574	1.8469
50	3.2103	3.2103	3.2103	1.5574	1.8469
51	3.2103	3.2103	3.2103	1.5574	1.8469
52	3.2103	3.2103	3.2103	1.5574	1.8469
53	3.2103	3.2103	3.2103	1.5574	1.8469
54	3.2103	3.2103	3.2103	1.5574	1.8469
55	3.2103	3.2103	3.2103	1.5574	1.8469
56	3.2103	3.2103	3.2103	1.5574	1.8469
57	3.2103	3.2103	3.2103	1.5574	1.8469
58	3.2103	3.2103	3.2103	1.5574	1.8469
59	3.2103	3.2103	3.2103	1.5574	1.8469
60	3.2103	3.2103	3.2103	1.5574	1.8469
61	3.47684	3.48316	3.29618	1.73085	2.39915
62	3.74338	3.75602	3.38206	1.9043	2.9514
63	4.00992	4.02888	3.46794	2.00725	3.26605
64	4.27646	4.30174	3.55382	2.1102	3.5807
65	4.543	4.5746	3.6397	2.1868	3.8206
66	4.73954	4.77438	3.70718	2.2634	4.0605
67	4.93608	4.97416	3.77466	2.3258	4.25865
68	5.13262	5.17394	3.84214	2.3882	4.4568
69	5.32916	5.37372	3.90962	2.44115	4.62675
70	5.5257	5.5735	3.9771	2.4941	4.7967
71	5.67566	5.72568	4.03236	2.54005	4.94565
72	5.82562	5.87786	4.08762	2.586	5.0946
73	5.97558	6.03004	4.14288	2.6265	5.22705
74	6.12554	6.18222	4.19814	2.667	5.3595
75	6.2755	6.3344	4.2534	2.70305	5.4784
76	6.3875	6.44776	4.29774	2.7391	5.5973
77	6.4995	6.56112	4.34208	2.77135	5.7049
78	6.6115	6.67448	4.38642	2.8036	5.8125
79	6.7235	6.78784	4.43076	2.83265	5.9103
80	6.8355	6.9012	4.4751	2.8617	6.0081
81	6.91752	6.98418	4.50978	2.8878	6.0974
82	6.99954	7.06716	4.54446	2.9139	6.1867
83	7.08156	7.15014	4.57914	2.9375	6.26835
84	7.16358	7.23312	4.61382	2.9611	6.35
85	7.2456	7.3161	4.6485	2.9825	6.42515
86	7.30496	7.37608	4.67508	3.0039	6.5003
87	7.36432	7.43606	4.70166	3.0232	6.56955
88	7.42368	7.49604	4.72824	3.0425	6.6388
89	7.48304	7.55602	4.75482	3.06005	6.70255
90	7.5424	7.616	4.7814	3.0776	6.7663
91	7.58482	7.65892	4.80124	3.0935	6.82495
92	7.62724	7.70184	4.82108	3.1094	6.8836
93	7.66966	7.74476	4.84092	3.1238	6.938
94	7.71208	7.78768	4.86076	3.1382	6.9924
95	7.7545	7.8306	4.8806	3.1513	7.0427
96	7.78454	7.86102	4.89512	3.1644	7.093
97	7.81458	7.89144	4.90964	3.17635	7.13965
98	7.84462	7.92186	4.92416	3.1883	7.1863
99	7.87466	7.95228	4.93868	3.19905	7.22965
100	7.9047	7.9827	4.9532	3.2098	7.273
101	7.92578	8.00398	4.9636	3.21965	7.313
102	7.94686	8.02526	4.974	3.2295	7.353
103	7.96794	8.04654	4.9844	3.2385	7.39035
104	7.98902	8.06782	4.9948	3.2475	7.4277
105	8.0101	8.0891	5.0052	3.25565	7.46235
106	8.02466	8.10388	5.01232	3.2638	7.497
107	8.03922	8.11866	5.01944	3.27115	7.529
108	8.05378	8.13344	5.02656	3.2785	7.561
109	8.06834	8.14822	5.03368	3.28535	7.5909
110	8.0829	8.163	5.0408	3.2922	7.6208
111	8.0928	8.17306	5.04558	3.2983	7.6485
112	8.1027	8.18312	5.05036	3.3044	7.6762
113	8.1126	8.19318	5.05514	3.31005	7.70205
114	8.1225	8.20324	5.05992	3.3157	7.7279
115	8.1324	8.2133	5.0647	3.3208	7.75215
116	8.13904	8.21998	5.06764	3.3259	7.7764
117	8.14568	8.22666	5.07058	3.33055	7.79875
118	8.15232	8.23334	5.07352	3.3352	7.8211
119	8.15896	8.24002	5.07646	3.3395	7.8421
120	8.1656	8.2467	5.0794	3.3438	7.8631
121	7.9295	8.005	5.00198	3.18665	7.44295
122	7.6934	7.7633	4.92456	3.0295	7.0228
123	7.4573	7.5216	4.84714	2.935	6.7733
124	7.2212	7.2799	4.76972	2.8405	6.5238
125	6.9851	7.0382	4.6923	2.7694	6.32795
126	6.79464	6.84652	4.62328	2.6983	6.1321
127	6.60418	6.65484	4.55426	2.6401	5.96615
