0	3.2189	3.2189	3.2189	1.55345	1.8445	0
5	3.2189	3.2189	3.2189	1.55345	1.8445	0
10	3.2189	3.2189	3.2189	1.55345	1.8445	0
15	3.2189	3.2189	3.2189	1.55345	1.8445	0
20	3.2189	3.2189	3.2189	1.55345	1.8445	0
25	3.2189	3.2189	3.2189	1.55345	1.8445	0
30	3.2189	3.2189	3.2189	1.55345	1.8445	0
35	3.2189	3.2189	3.2189	1.55345	1.8445	0
40	3.2189	3.2189	3.2189	1.55345	1.8445	0
45	3.2189	3.2189	3.2189	1.55345	1.8445	0
50	3.2189	3.2189	3.2189	1.55345	1.8445	0
55	3.2189	3.2189	3.2189	1.55345	1.8445	0
60	3.2189	3.2189	3.2189	1.55345	1.8445	10
65	4.56787772	4.59994096	3.652554615	2.172297632	3.823894375	10
70	5.567857734	5.616569832	3.993910815	2.475118736	4.806671648	10
75	6.333537847	6.393628212	4.273935238	2.681577272	5.494979877	10
80	6.90659864	6.97392275	4.498842968	2.838379864	6.02874625	10
85	7.327166598	7.399389318	4.674978478	2.957972207	6.448811656	10
90	7.63154393	7.707246039	4.809967034	3.052081872	6.79157785	10
95	7.84932404	7.927569314	4.910946678	3.125114281	7.068957747	10
100	8.003706399	8.083738155	4.984822839	3.183114794	7.299619744	10
105	8.111911304	8.193240122	5.03751056	3.228425112	7.488870507	10
110	8.186795432	8.269103672	5.073869646	3.264605811	7.647041866	10
115	8.237766498	8.320816518	5.098127583	3.293012707	7.778088963	10
120	8.271714084	8.355164478	5.113295268	3.31584032	7.888430656	10
125	7.059831588	7.114399854	4.719646032	2.747315539	6.351812163	0
130	6.085273352	6.133466616	4.368998724	2.46353798	5.525416954	0
135	5.296139938	5.33479335	4.06230202	2.267340449	4.915001859	0
140	4.677293306	4.706772944	3.802734842	2.11661288	4.420421842	0
145	4.202776098	4.22461139	3.587942792	2.000691562	4.017008056	0
150	3.843767367	3.859516947	3.413332808	1.908900154	3.67845118	0
155	3.573859452	3.58516754	3.273003147	1.83753227	3.397220294	0
160	3.371551347	3.379600698	3.161219475	1.780835544	3.159499348	0
165	3.21993499	3.22552359	3.072662408	1.736715355	2.961452462	0
170	3.105862472	3.109803619	3.002667778	1.701630894	2.794046333	0
175	3.019603592	3.022408398	2.947147584	1.674360687	2.654569085	0
180	2.95411673	2.955988884	2.903127624	1.652696728	2.536756077	0
