0	2.6938	2.6938	2.6938	1.5574	1.8469	0
5	2.6938	2.6938	2.6938	1.5574	1.8469	0
10	2.6938	2.6938	2.6938	1.5574	1.8469	0
15	2.6938	2.6938	2.6938	1.5574	1.8469	0
20	2.6938	2.6938	2.6938	1.5574	1.8469	0
25	2.6938	2.6938	2.6938	1.5574	1.8469	0
30	2.6938	2.6938	2.6938	1.5574	1.8469	0
35	2.6938	2.6938	2.6938	1.5574	1.8469	0
40	2.6938	2.6938	2.6938	1.5574	1.8469	0
45	2.6938	2.6938	2.6938	1.5574	1.8469	0
50	2.6938	2.6938	2.6938	1.5574	1.8469	0
55	2.6938	2.6938	2.6938	1.5574	1.8469	0
60	2.6938	2.6938	2.6938	1.5574	1.8469	10
65	4.255	4.2366	4.2237	1.64387487	3.652290963	10
70	5.0362	5.0108	4.9996	2.032721296	4.549548446	10
75	5.6353	5.6105	5.6044	2.056469422	5.180042896	10
80	6.0872	6.0668	6.0651	2.223768789	5.670330053	10
85	6.4231	6.4073	6.4092	2.237465091	6.057453466	10
90	6.6691	6.6578	6.6618	2.337256389	6.373490026	10
95	6.8472	6.8394	6.8448	2.345650442	6.630089163	10
100	6.9741	6.9693	6.9754	2.407282416	6.843440704	10
105	7.0638	7.0611	7.0672	2.412500776	7.01889625	10
110	7.126	7.1245	7.1309	2.450965725	7.166104474	10
115	7.168	7.168	7.1741	2.454250216	7.287565	10
120	7.1959	7.1966	7.2025	2.478587086	7.390232896	10
125	6.2309	6.2733	6.2938	2.308088396	5.95707497	0
130	5.485	5.528	5.5398	2.026696719	5.195990395	0
135	4.8732	4.9096	4.9147	2.004281887	4.636347927	0
140	4.3826	4.4114	4.4127	1.845847758	4.184271105	0
145	3.9977	4.0198	4.019	1.832830896	3.816220315	0
150	3.7005	3.717	3.7151	1.737877478	3.507813159	0
155	3.473	3.4854	3.4827	1.729910936	3.252017485	0
160	3.2999	3.3089	3.3062	1.671447411	3.036006916	0
165	3.1682	3.1746	3.1725	1.6665183	2.856202278	0
170	3.0681	3.0726	3.0704	1.630331896	2.704277595	0
175	2.9913	2.9948	2.9929	1.627291563	2.577802123	0
180	2.9326	2.935	2.9334	1.604878349	2.471046455	0
